TIME,PPM,TEMP,RH%,GEN,FAN,UVC
14:17:10,7.256358,20.6,28.2,0,1,1
14:17:10,7.256358,20.6,28.2,0,1,1
14:17:10,7.256358,20.6,28.2,0,1,1
14:17:10,7.256358,20.6,28.2,0,1,1
14:17:10,7.256358,20.6,28.2,0,1,1
14:17:10,7.256358,20.6,28.2,0,1,1
14:17:10,7.256358,20.6,28.2,0,1,1
14:17:10,7.256358,20.6,28.2,0,1,1
14:17:11,7.256358,20.6,28.2,0,1,1
14:17:11,7.256358,20.6,28.2,0,1,1
14:17:11,7.256358,20.6,28.2,0,1,1
14:17:11,7.256358,20.6,28.2,0,1,1
14:17:11,7.256358,20.6,28.2,0,1,1
14:17:11,7.256358,20.6,28.2,0,1,1
14:17:11,7.256358,20.6,28.2,0,1,1
14:17:11,7.256358,20.6,28.2,0,1,1
14:17:11,7.256358,20.6,28.2,0,1,1
14:17:11,7.256358,20.6,28.2,0,1,1
14:17:11,7.256358,20.6,28.2,0,1,1
14:17:11,7.256358,20.6,28.2,0,1,1
14:17:11,7.256358,20.6,28.2,0,1,1
14:17:11,7.256358,20.6,28.2,0,1,1
14:17:11,7.256358,20.6,28.2,0,1,1
14:17:11,7.256358,20.6,28.2,0,1,1
14:17:11,7.256358,20.6,28.2,0,1,1
14:17:11,7.256358,20.6,28.2,0,1,1
14:17:11,7.256358,20.6,28.2,0,1,1
14:17:11,7.256358,20.6,28.2,0,1,1
14:17:11,7.256358,20.6,28.2,0,1,1
14:17:11,7.256358,20.6,28.2,0,1,1
14:17:11,7.256358,20.6,28.2,0,1,1
14:17:11,7.256358,20.6,28.2,0,1,1
14:17:11,7.256358,20.6,28.2,0,1,1
14:17:11,7.256358,20.6,28.2,0,1,1
14:17:11,7.256358,20.6,28.2,0,1,1
14:17:11,7.256358,20.6,28.2,0,1,1
14:17:11,7.256358,20.6,28.2,0,1,1
14:17:11,7.256358,20.6,28.2,0,1,1
14:17:12,7.256358,20.6,28.2,0,1,1
14:17:12,7.256358,20.6,28.2,0,1,1
14:17:12,7.256358,20.6,28.2,0,1,1
14:17:12,7.256358,20.6,28.2,0,1,1
14:17:12,7.256358,20.6,28.2,0,1,1
14:17:12,7.256358,20.6,28.2,0,1,1
14:17:12,7.256358,20.6,28.2,0,1,1
14:17:12,7.256358,20.6,28.2,0,1,1
14:17:12,7.256358,20.6,28.2,0,1,1
14:17:12,7.256358,20.6,28.2,0,1,1
14:17:12,7.256358,20.6,28.2,0,1,1
14:17:12,7.256358,20.6,28.2,0,1,1
14:17:12,7.256358,20.6,28.2,0,1,1
14:17:12,7.256358,20.6,28.2,0,1,1
14:17:12,7.256358,20.6,28.2,0,1,1
14:17:12,7.256358,20.6,28.2,0,1,1
14:17:12,7.256358,20.6,28.2,0,1,1
14:17:12,7.256358,20.6,28.2,0,1,1
14:17:12,7.256358,20.6,28.2,0,1,1
14:17:12,7.256358,20.6,28.2,0,1,1
14:17:12,7.256358,20.6,28.2,0,1,1
14:17:12,7.256358,20.6,28.2,0,1,1
14:17:12,7.256358,20.6,28.2,0,1,1
14:17:12,7.256358,20.6,28.2,0,1,1
14:17:12,7.256358,20.6,28.2,0,1,1
14:17:12,7.256358,20.6,28.2,0,1,1
14:17:12,7.256358,20.6,28.2,0,1,1
14:17:12,7.256358,20.6,28.2,0,1,1
14:17:12,7.256358,20.6,28.2,0,1,1
14:17:12,7.256358,20.6,28.2,0,1,1
14:17:13,7.256358,20.6,28.2,0,1,1
14:17:13,7.256358,20.6,28.2,0,1,1
14:17:13,7.256358,20.6,28.2,0,1,1
14:17:13,7.256358,20.6,28.2,0,1,1
14:17:13,7.256358,20.6,28.2,0,1,1
14:17:13,7.256358,20.6,28.2,0,1,1
14:17:13,7.256358,20.6,28.2,0,1,1
14:17:13,7.256358,20.6,28.2,0,1,1
14:17:13,7.256358,20.6,28.2,0,1,1
14:17:13,7.256358,20.6,28.2,0,1,1
14:17:13,7.256358,20.6,28.2,0,1,1
14:17:13,7.256358,20.6,28.2,0,1,1
14:17:13,7.256358,20.6,28.2,0,1,1
14:17:13,7.256358,20.6,28.2,0,1,1
14:17:13,7.256358,20.6,28.2,0,1,1
14:17:13,7.256358,20.6,28.2,0,1,1
14:17:13,7.256358,20.6,28.2,0,1,1
14:17:13,7.256358,20.6,28.2,0,1,1
14:17:13,7.256358,20.6,28.2,0,1,1
14:17:13,7.256358,20.6,28.2,0,1,1
14:17:13,7.256358,20.6,28.2,0,1,1
14:17:13,7.256358,20.6,28.2,0,1,1
14:17:13,7.256358,20.6,28.2,0,1,1
14:17:13,7.256358,20.6,28.2,0,1,1
14:17:13,7.256358,20.6,28.2,0,1,1
14:17:13,7.256358,20.6,28.2,0,1,1
14:17:13,7.256358,20.6,28.2,0,1,1
14:17:13,7.256358,20.6,28.2,0,1,1
14:17:13,7.256358,20.6,28.2,0,1,1
14:17:13,7.256358,20.6,28.2,0,1,1
14:17:14,7.256358,20.6,28.2,0,1,1
14:17:14,7.256358,20.6,28.2,0,1,1
14:17:14,7.256358,20.6,28.2,0,1,1
14:17:14,7.256358,20.6,28.2,0,1,1
14:17:14,7.256358,20.6,28.2,0,1,1
14:17:14,7.256358,20.6,28.2,0,1,1
14:17:14,7.256358,20.6,28.2,0,1,1
14:17:14,7.256358,20.6,28.2,0,1,1
14:17:14,7.256358,20.6,28.2,0,1,1
14:17:14,7.256358,20.6,28.2,0,1,1
14:17:14,7.256358,20.6,28.2,0,1,1
14:17:14,7.256358,20.6,28.2,0,1,1
14:17:14,7.256358,20.6,28.2,0,1,1
14:17:14,7.256358,20.6,28.2,0,1,1
14:17:14,7.256358,20.6,28.2,0,1,1
14:17:14,7.256358,20.6,28.2,0,1,1
14:17:14,7.256358,20.6,28.2,0,1,1
14:17:14,7.256358,20.6,28.2,0,1,1
14:17:14,7.256358,20.6,28.2,0,1,1
14:17:14,7.256358,20.6,28.2,0,1,1
14:17:14,7.256358,20.6,28.2,0,1,1
14:17:14,7.256358,20.6,28.2,0,1,1
14:17:14,7.256358,20.6,28.2,0,1,1
14:17:14,7.256358,20.6,28.2,0,1,1
14:17:14,7.256358,20.6,28.2,0,1,1
14:17:14,7.256358,20.6,28.2,0,1,1
14:17:14,7.256358,20.6,28.2,0,1,1
14:17:14,7.256358,20.6,28.2,0,1,1
14:17:14,7.256358,20.6,28.2,0,1,1
14:17:14,7.256358,20.6,28.2,0,1,1
14:17:14,7.256358,20.6,28.2,0,1,1
14:17:15,7.256358,20.6,28.2,0,0,0
14:17:15,7.256358,20.6,28.2,0,1,0
14:17:15,7.256358,20.6,28.2,0,1,0
14:17:15,7.256358,20.6,28.2,0,1,0
14:17:15,7.256358,20.6,28.2,0,1,0
14:17:15,7.256358,20.6,28.2,0,1,0
14:17:15,7.256358,20.6,28.2,0,1,0
14:17:15,7.256358,20.6,28.2,0,1,0
14:17:15,7.256358,20.6,28.2,0,1,0
14:17:15,7.256358,20.6,28.2,0,1,0
14:17:15,7.256358,20.6,28.2,0,1,0
14:17:15,7.256358,20.6,28.2,0,1,0
14:17:15,7.256358,20.6,28.2,0,1,0
14:17:15,7.256358,20.6,28.2,0,1,0
14:17:15,7.256358,20.6,28.2,0,1,0
14:17:15,7.256358,20.6,28.2,0,1,0
14:17:15,7.256358,20.6,28.2,0,1,0
14:17:15,7.256358,20.6,28.2,0,1,0
14:17:15,7.256358,20.6,28.2,0,1,0
14:17:15,7.256358,20.6,28.2,0,1,0
14:17:15,7.256358,20.6,28.2,0,1,0
14:17:15,7.256358,20.6,28.2,0,1,0
14:17:15,7.256358,20.6,28.2,0,1,0
14:17:15,7.256358,20.6,28.2,0,1,0
14:17:15,7.256358,20.6,28.2,0,1,0
14:17:15,7.256358,20.6,28.2,0,1,0
14:17:15,7.256358,20.6,28.2,0,1,0
14:17:15,7.256358,20.6,28.2,0,1,0
14:17:15,7.256358,20.6,28.2,0,1,0
14:17:15,7.256358,20.6,28.2,0,1,0
14:17:16,7.256358,20.6,28.2,0,1,0
14:17:16,7.256358,20.6,28.2,0,1,0
14:17:16,7.256358,20.6,28.2,0,1,0
14:17:16,7.256358,20.6,28.2,0,1,0
14:17:16,7.256358,20.6,28.2,0,1,0
14:17:16,7.256358,20.6,28.2,0,1,0
14:17:16,7.256358,20.6,28.2,0,1,0
14:17:16,7.256358,20.6,28.2,0,1,0
14:17:16,7.256358,20.6,28.2,0,1,0
14:17:16,7.256358,20.6,28.2,0,1,0
14:17:16,7.256358,20.6,28.2,0,1,0
14:17:16,7.256358,20.6,28.2,0,1,0
14:17:16,7.256358,20.6,28.2,0,1,0
14:17:16,7.256358,20.6,28.2,0,1,0
14:17:16,7.256358,20.6,28.2,0,1,0
14:17:16,7.256358,20.6,28.2,0,1,0
14:17:16,7.256358,20.6,28.2,0,1,0
14:17:16,7.256358,20.6,28.2,0,1,0
14:17:16,7.256358,20.6,28.2,0,1,0
14:17:16,7.256358,20.6,28.2,0,1,0
14:17:16,7.256358,20.6,28.2,0,1,0
14:17:16,7.256358,20.6,28.2,0,1,0
14:17:16,7.256358,20.6,28.2,0,1,0
14:17:16,7.256358,20.6,28.2,0,1,0
14:17:16,7.256358,20.6,28.2,0,1,0
14:17:16,7.256358,20.6,28.2,0,1,0
14:17:16,7.256358,20.6,28.2,0,1,0
14:17:16,7.256358,20.6,28.2,0,1,0
14:17:16,7.256358,20.6,28.2,0,1,0
14:17:16,7.256358,20.6,28.2,0,1,0
14:17:17,7.2967434,20.6,28.2,1,1,0
14:17:17,7.2967434,20.6,28.2,0,1,0
14:17:17,7.1240435,20.7,28.1,0,1,0
14:17:17,7.1240435,20.7,28.1,0,1,0
14:17:17,7.1114173,20.7,28.1,0,1,0
14:17:17,7.1114173,20.7,28.1,0,1,0
14:17:17,7.073205,20.7,28.1,0,1,0
14:17:17,7.073205,20.7,28.1,0,1,0
14:17:17,7.073205,20.7,28.1,0,1,0
14:17:17,7.073205,20.7,28.1,0,1,0
14:17:18,7.114496,20.7,28.1,0,1,0
14:17:18,7.114496,20.7,28.1,0,1,0
14:17:18,7.114496,20.7,28.1,0,1,0
14:17:18,7.114496,20.7,28.1,0,1,0
14:17:18,7.114496,20.7,28.1,0,1,0
14:17:18,7.114496,20.7,28.1,0,1,0
14:17:18,7.055113,20.7,28.0,0,1,0
14:17:18,7.055113,20.7,28.0,0,1,0
14:17:18,7.1065445,20.7,28.0,0,1,0
14:17:18,7.1065445,20.7,28.0,0,1,0
14:17:18,7.1065445,20.7,28.0,0,1,0
14:17:18,7.1065445,20.7,28.0,0,1,0
14:17:18,7.110289,20.7,28.1,0,1,0
14:17:18,7.110289,20.7,28.1,0,1,0
14:17:18,7.0892754,20.7,28.1,0,1,0
14:17:18,7.0892754,20.7,28.1,0,1,0
14:17:18,7.0892754,20.7,28.1,0,1,0
14:17:18,7.0892754,20.7,28.1,0,1,0
14:17:18,7.100546,20.7,28.1,0,1,0
14:17:18,7.100546,20.7,28.1,0,1,0
14:17:18,7.100546,20.7,28.1,0,1,0
14:17:18,7.114496,20.7,28.1,0,1,0
14:17:18,7.114496,20.7,28.1,0,1,0
14:17:19,7.114496,20.7,28.1,0,1,0
14:17:19,7.114496,20.7,28.1,0,1,0
14:17:19,7.1240435,20.7,28.1,0,1,0
14:17:19,7.1240435,20.7,28.1,0,1,0
14:17:19,7.1240435,20.7,28.1,0,1,0
14:17:19,7.1244545,20.7,28.1,0,1,0
14:17:19,7.1244545,20.7,28.1,0,1,0
14:17:19,7.1244545,20.7,28.1,0,1,0
14:17:19,7.1244545,20.7,28.1,0,1,0
14:17:19,7.1244545,20.7,28.1,0,1,0
14:17:19,7.148409,20.8,28.1,0,1,0
14:17:19,7.148409,20.8,28.1,0,1,0
14:17:19,7.1428523,20.8,28.1,0,1,0
14:17:19,7.1428523,20.8,28.1,0,1,0
14:17:19,7.1428523,20.8,28.1,0,1,0
14:17:19,7.1428523,20.8,28.1,0,1,0
14:17:19,7.1428523,20.8,28.1,0,1,0
